requirement,methods,route,implementation_endpoint,implementation_services,executed_service_tests,observed_http_tests_and_status,evidence,limit
CAD-03 Funcionarios,PUT,/api/funcionarios/<int:funcionario_empresa_id>,funcionario.atualizar,FuncionarioService.atualizar,tests.test_sprint03_transactions::test_employee_company_set_and_role_changes_are_atomic,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:PUT:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:PUT:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:PUT:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,DELETE,/api/funcionarios/<int:funcionario_empresa_id>,funcionario.deletar,FuncionarioService.deletar,tests.test_sprint03_adversarial::test_employee_history_cannot_be_detached_by_delete|tests.test_sprint03_transactions::test_final_parent_delete_failure_restores_link[employee]|tests.test_sprint03_transactions::test_final_parent_delete_failure_restores_link[product],tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:DELETE:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:DELETE:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:DELETE:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,GET,/api/funcionarios/empresas-disponiveis,funcionario.listar_empresas_disponiveis,FuncionarioService.listar_empresas,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,GET,/api/funcionarios/roles-disponiveis,funcionario.listar_roles_disponiveis,FuncionarioService.listar_roles,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-03 Funcionarios,GET,/api/funcionarios/view,funcionario.pagina,template/decorator/helper/consulta direta,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:302|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
OPS-01 Disponibilidade,GET,/api/health,health.healthcheck,template/decorator/helper/consulta direta,,tests/test_release_candidate.py::test_health_reports_packaged_release_version:GET:200|tests/test_runtime.py::test_health_and_readiness_on_migrated_postgresql:GET:200,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,GET,/api/importacao-exportacao/contexto,import_export.contexto,ImportExportService.obter_contexto_painel,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,GET,/api/importacao-exportacao/exportar,import_export.exportar,ImportExportService.exportar_entidade,tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[categorias]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[categorias_financeiras]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[cupons]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[formas_pagamento]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[funcionarios]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[produtos]|tests.test_sprint03_transactions::test_export_formula_like_text_is_literal,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,POST,/api/importacao-exportacao/importar,import_export.importar,ImportExportService.importar_entidade,tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[categorias]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[categorias_financeiras]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[cupons]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[formas_pagamento]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[funcionarios]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[produtos]|tests.test_sprint03_transactions::test_export_formula_like_text_is_literal,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401|tests/test_sprint03_transactions.py::test_http_preview_and_multicompany_employee:POST:200,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,GET,/api/importacao-exportacao/template,import_export.baixar_template,ImportExportService.gerar_template,tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[categorias]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[categorias_financeiras]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[cupons]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[formas_pagamento]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[funcionarios]|tests.test_sprint03_transactions::test_all_six_layouts_preview_import_export_reimport[produtos],tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-05 Importacao e exportacao,GET,/api/importacao-exportacao/view,import_export.pagina,template/decorator/helper/consulta direta,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:302|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-REL-05 Ciclos financeiros e privacidade,GET,/api/operacoes/view,ciclos.pagina,template/decorator/helper/consulta direta,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,GET,/api/pdv/auxiliares,pdv.auxiliares,AcessoEmpresaService.obter_escopo|PdvService.listar_auxiliares,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests.test_sprint07_audit::test_operational_lookup_preserves_imported_deactivation[categorias_financeiras-CategoriaFinanceira-row1]|tests.test_sprint07_audit::test_operational_lookup_preserves_imported_deactivation[formas_pagamento-FormaPagamento-row0],tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,GET,/api/pdv/produtos,pdv.listar_produtos,AcessoEmpresaService.obter_escopo|PdvService.listar_produtos,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,GET,/api/pdv/produtos/codigo-barras,pdv.buscar_produto_por_codigo_barras,AcessoEmpresaService.obter_escopo|PdvService.buscar_produto_por_codigo_barras,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
PDV-01 Vendas e cancelamentos,POST,/api/pdv/vendas,pdv.criar_venda,AcessoEmpresaService.obter_escopo|AuditService.registrar|PdvService.criar_venda,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests.test_sprint03_adversarial::test_cancel_rollback_at_each_persisted_stage[LancamentoFinanceiro-after_insert-False]|tests.test_sprint03_adversarial::test_cancel_rollback_at_each_persisted_stage[LancamentoFinanceiro-after_insert-True]|tests.test_sprint03_adversarial::test_cancel_rollback_at_each_persisted_stage[MovimentoEstoque-after_insert-False]|tests.test_sprint03_adversarial::test_cancel_rollback_at_each_persisted_stage[MovimentoEstoque-after_insert-True]|tests.test_sprint03_adversarial::test_cancel_rollback_at_each_persisted_stage[OperacaoIdempotente-after_insert-False]|tests.test_sprint03_adversarial::test_cancel_rollback_at_each_persisted_stage[OperacaoIdempotente-after_insert-True]|tests.test_sprint03_adversarial::test_cancel_rollback_at_each_persisted_stage[Venda-after_update-False]|tests.test_sprint03_adversarial::test_cancel_rollback_at_each_persisted_stage[Venda-after_update-True]|tests.test_sprint03_adversarial::test_cashback_insert_failure_rolls_back_sale_and_wallet[CreditoCashbackCliente]|tests.test_sprint03_adversarial::test_cashback_insert_failure_rolls_back_sale_and_wallet[MovimentoCarteiraCliente]|tests.test_sprint03_adversarial::test_concurrent_same_key_different_payload|tests.test_sprint03_adversarial::test_idempotency_replay_rechecks_company_access[cancel]|tests.test_sprint03_adversarial::test_idempotency_replay_rechecks_company_access[sale]|tests.test_sprint03_adversarial::test_partial_refunds_conserve_every_cent[False-0.01]|tests.test_sprint03_adversarial::test_partial_refunds_conserve_every_cent[False-0.02]|tests.test_sprint03_adversarial::test_partial_refunds_conserve_every_cent[False-29.99]|tests.test_sprint03_adversarial::test_partial_refunds_conserve_every_cent[True-0.01]|tests.test_sprint03_adversarial::test_partial_refunds_conserve_every_cent[True-0.02]|tests.test_sprint03_adversarial::test_partial_refunds_conserve_every_cent[True-29.99]|tests.test_sprint03_adversarial::test_partial_refunds_restore_each_consumed_credit_exactly|tests.test_sprint03_adversarial::test_partial_refunds_revoke_all_generated_cashback|tests.test_sprint03_adversarial::test_refunds_do_not_overpay_individual_payment_sources|tests.test_sprint03_adversarial::test_sale_rollback_at_each_persisted_stage[ItemVenda]|tests.test_sprint03_adversarial::test_sale_rollback_at_each_persisted_stage[LancamentoFinanceiro]|tests.test_sprint03_adversarial::test_sale_rollback_at_each_persisted_stage[MovimentoEstoque]|tests.test_sprint03_adversarial::test_sale_rollback_at_each_persisted_stage[OperacaoIdempotente]|tests.test_sprint03_adversarial::test_sale_rollback_at_each_persisted_stage[PagamentoVenda]|tests.test_sprint03_adversarial::test_sale_rollback_at_each_persisted_stage[Venda]|tests.test_sprint03_adversarial::test_simultaneous_full_and_partial_cancellation|tests.test_sprint03_adversarial::test_two_sales_for_last_unit_with_distinct_keys|tests.test_sprint03_database::test_finite_migration_refuses_inconsistent_legacy_without_data_loss[produtos_empresa-valor_compra]|tests.test_sprint03_database::test_finite_migration_refuses_inconsistent_legacy_without_data_loss[vendas-total]|tests.test_sprint03_database::test_postgresql_rejects_nan_in_persisted_money[funcionarios-salario]|tests.test_sprint03_database::test_postgresql_rejects_nan_in_persisted_money[itens_venda-valor_unitario]|tests.test_sprint03_database::test_postgresql_rejects_nan_in_persisted_money[lancamentos_financeiros-valor]|tests.test_sprint03_database::test_postgresql_rejects_nan_in_persisted_money[movimentos_estoque-valor_unitario]|tests.test_sprint03_database::test_postgresql_rejects_nan_in_persisted_money[pagamentos_venda-valor]|tests.test_sprint03_database::test_postgresql_rejects_nan_in_persisted_money[produtos_empresa-valor_compra]|tests.test_sprint03_database::test_postgresql_rejects_nan_in_persisted_money[vendas-total]|tests.test_sprint03_faults::test_postgresql_orphan_and_ledger_audit_after_mixed_operations|tests.test_sprint03_transactions::test_cancel_failure_restores_sale_stock_finance_and_idempotency|tests.test_sprint03_transactions::test_commit_failure_does_not_send_notification_or_leave_sale|tests.test_sprint03_transactions::test_full_cancellation_and_stock_callback_replays|tests.test_sprint03_transactions::test_migration_rejects_duplicate_legacy_sale_debits_atomically|tests.test_sprint03_transactions::test_sale_and_partial_cancellation_replay_concurrently|tests.test_sprint03_transactions::test_sale_failure_after_stock_restores_every_table|tests.test_sprint03_transactions::test_uncancelled_sale_cannot_restore_stock|tests.test_sprint04_adversarial::test_coupon_cashback_sale_rollback_at_each_boundary[CreditoCashbackCliente]|tests.test_sprint04_adversarial::test_coupon_cashback_sale_rollback_at_each_boundary[EntregaAlerta]|tests.test_sprint04_adversarial::test_coupon_cashback_sale_rollback_at_each_boundary[ItemVenda]|tests.test_sprint04_adversarial::test_coupon_cashback_sale_rollback_at_each_boundary[LancamentoFinanceiro]|tests.test_sprint04_adversarial::test_coupon_cashback_sale_rollback_at_each_boundary[MovimentoCarteiraCliente]|tests.test_sprint04_adversarial::test_coupon_cashback_sale_rollback_at_each_boundary[MovimentoEstoque]|tests.test_sprint04_adversarial::test_coupon_cashback_sale_rollback_at_each_boundary[OperacaoIdempotente]|tests.test_sprint04_adversarial::test_coupon_cashback_sale_rollback_at_each_boundary[PagamentoVenda]|tests.test_sprint04_adversarial::test_coupon_cashback_sale_rollback_at_each_boundary[Venda]|tests.test_sprint04_adversarial::test_coupon_expiry_at_brazil_day_boundary[-1-False]|tests.test_sprint04_adversarial::test_coupon_expiry_at_brazil_day_boundary[0-True]|tests.test_sprint04_adversarial::test_coupon_expiry_at_brazil_day_boundary[1-True]|tests.test_sprint04_adversarial::test_duplicate_lines_last_stock_concurrency_and_reconciliation[ATACADO-3-24]|tests.test_sprint04_adversarial::test_duplicate_lines_last_stock_concurrency_and_reconciliation[AUTOMATICO-2-20]|tests.test_sprint04_adversarial::test_duplicate_lines_last_stock_concurrency_and_reconciliation[AUTOMATICO-3-24]|tests.test_sprint04_adversarial::test_duplicate_lines_last_stock_concurrency_and_reconciliation[VAREJO-3-30]|tests.test_sprint04_adversarial::test_sale_identifiers_cannot_be_truncated_into_another_record[boolean-cliente_id]|tests.test_sprint04_adversarial::test_sale_identifiers_cannot_be_truncated_into_another_record[boolean-empresa_id]|tests.test_sprint04_adversarial::test_sale_identifiers_cannot_be_truncated_into_another_record[boolean-forma_pagamento_id]|tests.test_sprint04_adversarial::test_sale_identifiers_cannot_be_truncated_into_another_record[boolean-produto_id]|tests.test_sprint04_adversarial::test_sale_identifiers_cannot_be_truncated_into_another_record[fraction-cliente_id]|tests.test_sprint04_adversarial::test_sale_identifiers_cannot_be_truncated_into_another_record[fraction-empresa_id]|tests.test_sprint04_adversarial::test_sale_identifiers_cannot_be_truncated_into_another_record[fraction-forma_pagamento_id]|tests.test_sprint04_adversarial::test_sale_identifiers_cannot_be_truncated_into_another_record[fraction-produto_id]|tests.test_sprint04_adversarial::test_sale_replay_divergent_payload_leaves_all_tables_unchanged[cashback_ativado-False]|tests.test_sprint04_adversarial::test_sale_replay_divergent_payload_leaves_all_tables_unchanged[cupom_codigo-OTHER]|tests.test_sprint04_adversarial::test_sale_replay_divergent_payload_leaves_all_tables_unchanged[desconto_manual-0.01]|tests.test_sprint04_adversarial::test_sale_replay_divergent_payload_leaves_all_tables_unchanged[modalidade_preco-AUTOMATICO]|tests.test_sprint04_operations::test_automatic_wholesale_uses_combined_quantity_across_lines|tests.test_sprint04_operations::test_coupon_last_use_is_serialized_in_postgresql|tests.test_sprint04_operations::test_coupon_rounding_cap_customer_and_historical_usage|tests.test_sprint04_operations::test_coupon_use_rollback_then_retry|tests.test_sprint04_operations::test_customer_coupon_limit_concurrent_sales|tests.test_sprint04_operations::test_full_cancel_after_partial_is_atomic_idempotent_and_conserves_money|tests.test_sprint04_operations::test_global_coupon_usage_cannot_be_hidden_by_company_scope|tests.test_sprint04_operations::test_invalid_quantities_leave_no_effects[-1]|tests.test_sprint04_operations::test_invalid_quantities_leave_no_effects[0]|tests.test_sprint04_operations::test_invalid_quantities_leave_no_effects[1.0]|tests.test_sprint04_operations::test_invalid_quantities_leave_no_effects[1.1]|tests.test_sprint04_operations::test_invalid_quantities_leave_no_effects[Infinity]|tests.test_sprint04_operations::test_invalid_quantities_leave_no_effects[NaN]|tests.test_sprint04_operations::test_invalid_quantities_leave_no_effects[None]|tests.test_sprint04_operations::test_invalid_quantities_leave_no_effects[True]|tests.test_sprint04_operations::test_pricing_contract_and_exact_payments[ATACADO-3-24.00-ATACADO]|tests.test_sprint04_operations::test_pricing_contract_and_exact_payments[AUTOMATICO-2-20.00-VAREJO]|tests.test_sprint04_operations::test_pricing_contract_and_exact_payments[AUTOMATICO-3-24.00-ATACADO]|tests.test_sprint04_operations::test_pricing_contract_and_exact_payments[VAREJO-3-30.00-VAREJO]|tests.test_sprint04_operations::test_receipt_reprints_have_no_business_side_effects|tests.test_sprint04_operations::test_sale_and_alert_outbox_rollback_together|tests.test_sprint04_operations::test_sale_enforces_coupon_period_company_minimum_identity[rules0]|tests.test_sprint04_operations::test_sale_enforces_coupon_period_company_minimum_identity[rules1]|tests.test_sprint04_operations::test_sale_enforces_coupon_period_company_minimum_identity[rules2]|tests.test_sprint04_operations::test_sale_enforces_coupon_period_company_minimum_identity[rules3]|tests.test_sprint04_operations::test_split_payments_reject_loss_creation_or_zero[payments0]|tests.test_sprint04_operations::test_split_payments_reject_loss_creation_or_zero[payments1]|tests.test_sprint04_operations::test_split_payments_reject_loss_creation_or_zero[payments2]|tests.test_sprint04_operations::test_split_payments_reject_loss_creation_or_zero[payments3]|tests.test_sprint04_operations::test_zero_total_cannot_silently_discard_payments|tests.test_sprint05_adversarial::test_cashback_use_expire_cancel_race|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[audit]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[cache]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[commit]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[customer]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[message]|tests.test_sprint05_adversarial::test_reconciliation_detects_extra_entry_and_refuses_close|tests.test_sprint05_adversarial::test_reconciliation_over_1000_and_local_midnight|tests.test_sprint05_cycles::test_anonymized_idempotent_sale_cannot_reveal_customer_again|tests.test_sprint05_cycles::test_cashback_expiration_concurrency_and_consumption|tests.test_sprint05_cycles::test_cashback_processing_is_idempotent_and_checks_payload|tests.test_sprint05_cycles::test_cashback_queue_and_sale_are_one_transaction|tests.test_sprint05_cycles::test_cashback_spend_partial_full_cancel_reconciles|tests.test_sprint05_cycles::test_consent_export_anonymization_preserves_obligations|tests.test_sprint05_cycles::test_expired_unused_credit_does_not_prevent_sale_cancellation[False]|tests.test_sprint05_cycles::test_expired_unused_credit_does_not_prevent_sale_cancellation[True]|tests.test_sprint06_data_adversarial::test_audit_pagination_survives_insert_and_reaches_end|tests.test_sprint06_data_adversarial::test_audit_runtime_role_rejects_update_delete_and_truncate|tests.test_sprint06_load_adversarial::test_critical_list_query_count_does_not_grow_per_sale|tests.test_sprint06_load_adversarial::test_migration_lock_failure_preserves_revision_and_sales[downgrade]|tests.test_sprint06_load_adversarial::test_migration_lock_failure_preserves_revision_and_sales[upgrade]|tests.test_sprint06_load_adversarial::test_sixteen_writers_cannot_oversell_twelve_units|tests.test_sprint06_operations::test_audit_permission_scope_pagination_and_private_projection|tests.test_sprint06_operations::test_audit_request_trace_and_lossy_downgrade_refused|tests.test_sprint06_operations::test_company_restricted_audit_excludes_global_and_other_company|tests.test_sprint07_audit::test_cashback_remains_spendable_until_brazil_midnight|tests.test_sprint07_audit::test_dashboard_partial_return_with_cashback_matches_reconciliation|tests.test_sprint07_audit::test_partial_returns_reduce_rankings_revenue_cost_and_demand|tests.test_sprint07_audit::test_reports_cash_closure_and_series_use_same_brazil_day|tests.test_sprint07_audit::test_returned_item_disappears_from_rankings_while_sale_remains_active,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401|tests/test_sprint03_adversarial.py::test_cashback_without_customer_cannot_reduce_payment:POST:400|tests/test_sprint03_transactions.py::test_http_sale_requires_key_and_replays_same_business_response:POST:201|tests/test_sprint03_transactions.py::test_http_sale_requires_key_and_replays_same_business_response:POST:400|tests/test_sprint04_operations.py::test_global_coupon_usage_cannot_be_hidden_by_company_scope:POST:400|tests/test_sprint04_operations.py::test_manual_discount_permissions_and_limits[None-0.01-False]:POST:400|tests/test_sprint04_operations.py::test_manual_discount_permissions_and_limits[aplicar_desconto-1.00-True]:POST:201|tests/test_sprint04_operations.py::test_manual_discount_permissions_and_limits[aplicar_desconto-1.01-False]:POST:400|tests/test_sprint04_operations.py::test_manual_discount_permissions_and_limits[autorizar_desconto-9.99-True]:POST:201,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
